# URI 2026 Dual Actuator TVC Experiment
# Mode: Circle
# Controller: PID
# Circle: tilt 10.0 deg, W1=0.2 rad/s
# Geometry[in]: H1=13.28 H2=9.51 R=6.2 ELL=0.6 measured=True
# TiltLimit: 45.0 deg   Ts: 0.002s   Duration: 60s
# t	e1	e2	x1	x2	xd1	xd2	u1	u2	phi	theta	tilt	dt	G11	G22	d1	d2	y1	y2
2.4160	3007.30	1675.92	10.0	-1.0	-4292.1	-2398.5	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.4180	3008.89	1678.22	10.0	-1.0	-4291.3	-2400.1	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.4200	3010.48	1680.53	10.0	-1.0	-4290.5	-2401.6	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.4220	3012.06	1682.83	10.0	-1.0	-4289.7	-2403.2	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.4240	3013.64	1685.13	10.0	-1.0	-4288.8	-2404.8	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.4260	3015.22	1687.44	10.0	-1.0	-4288.0	-2406.3	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.4280	3016.79	1689.74	10.0	-1.0	-4287.2	-2407.9	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.4300	3018.36	1692.04	10.0	-1.0	-4286.4	-2409.5	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.4320	3019.92	1694.34	10.0	-1.0	-4285.6	-2411.1	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.4340	3021.48	1696.65	10.0	-1.0	-4284.7	-2412.6	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.4360	3023.04	1698.95	10.0	-1.0	-4283.9	-2414.2	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.4380	3024.59	1701.25	10.0	-1.0	-4283.1	-2415.8	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.4400	3026.14	1703.55	10.0	-1.0	-4282.3	-2417.3	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.4420	3027.68	1705.85	10.0	-1.0	-4281.4	-2418.9	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.4440	3029.22	1708.15	10.0	-1.0	-4280.6	-2420.4	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.4460	3030.75	1710.45	10.0	-1.0	-4279.8	-2422.0	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.4480	3032.28	1712.75	10.0	-1.0	-4279.0	-2423.6	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.4500	3033.81	1715.05	10.0	-1.0	-4278.1	-2425.1	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.4520	3035.33	1717.35	10.0	-1.0	-4277.3	-2426.7	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.4540	3036.85	1719.65	10.0	-1.0	-4276.5	-2428.3	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.4560	3038.37	1721.95	10.0	-1.0	-4275.7	-2429.8	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.4580	3039.88	1724.25	10.0	-1.0	-4274.8	-2431.4	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.4600	3041.38	1726.55	10.0	-1.0	-4274.0	-2433.0	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.4620	3042.89	1728.84	10.0	-1.0	-4273.2	-2434.5	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.4640	3044.38	1731.14	10.0	-1.0	-4272.3	-2436.1	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.4660	3045.88	1733.44	10.0	-1.0	-4271.5	-2437.6	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.4680	3047.37	1735.74	10.0	-1.0	-4270.7	-2439.2	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.4700	3048.86	1738.03	10.0	-1.0	-4269.8	-2440.8	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.4720	3050.34	1740.33	10.0	-1.0	-4269.0	-2442.3	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.4740	3051.82	1742.63	10.0	-1.0	-4268.2	-2443.9	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.4760	3053.29	1744.92	10.0	-1.0	-4267.3	-2445.5	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.4780	3054.76	1747.22	10.0	-1.0	-4266.5	-2447.0	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.4800	3056.23	1749.51	10.0	-1.0	-4265.7	-2448.6	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.4820	3057.69	1751.81	10.0	-1.0	-4264.8	-2450.1	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.4840	3059.15	1754.10	10.0	-1.0	-4264.0	-2451.7	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.4860	3060.60	1756.40	10.0	-1.0	-4263.2	-2453.3	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.4880	3062.05	1758.69	10.0	-1.0	-4262.3	-2454.8	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.4900	3062.78	1760.99	9.0	-1.0	-4261.5	-2456.4	-1.0000	-1.0000	-0.00004	-0.00035	0.020	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.4920	3064.94	1763.28	10.0	-1.0	-4260.6	-2457.9	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.4940	3066.37	1765.57	10.0	-1.0	-4259.8	-2459.5	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.4960	3067.81	1767.86	10.0	-1.0	-4259.0	-2461.0	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.4980	3069.24	1770.16	10.0	-1.0	-4258.1	-2462.6	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.5000	3070.66	1772.45	10.0	-1.0	-4257.3	-2464.2	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.5020	3072.08	1774.74	10.0	-1.0	-4256.4	-2465.7	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.5040	3073.50	1777.03	10.0	-1.0	-4255.6	-2467.3	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.5060	3074.92	1779.32	10.0	-1.0	-4254.7	-2468.8	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.5080	3076.33	1781.61	10.0	-1.0	-4253.9	-2470.4	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.5100	3077.73	1783.90	10.0	-1.0	-4253.0	-2471.9	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.5120	3079.13	1786.19	10.0	-1.0	-4252.2	-2473.5	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.5140	3080.53	1788.48	10.0	-1.0	-4251.4	-2475.0	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.5160	3081.92	1790.77	10.0	-1.0	-4250.5	-2476.6	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.5180	3083.31	1793.06	10.0	-1.0	-4249.7	-2478.1	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.5200	3084.70	1795.35	10.0	-1.0	-4248.8	-2479.7	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.5220	3086.08	1797.64	10.0	-1.0	-4248.0	-2481.3	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.5240	3087.46	1799.92	10.0	-1.0	-4247.1	-2482.8	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.5260	3088.83	1802.21	10.0	-1.0	-4246.3	-2484.4	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.5280	3090.20	1804.50	10.0	-1.0	-4245.4	-2485.9	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.5300	3091.57	1806.78	10.0	-1.0	-4244.6	-2487.5	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.5320	3092.93	1809.07	10.0	-1.0	-4243.7	-2489.0	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.5340	3094.28	1811.35	10.0	-1.0	-4242.8	-2490.6	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.5360	3095.64	1813.64	10.0	-1.0	-4242.0	-2492.1	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.5380	3096.99	1815.92	10.0	-1.0	-4241.1	-2493.7	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.5400	3098.33	1818.21	10.0	-1.0	-4240.3	-2495.2	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.5420	3099.67	1820.49	10.0	-1.0	-4239.4	-2496.8	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.5440	3101.01	1822.78	10.0	-1.0	-4238.6	-2498.3	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.5460	3102.35	1825.06	10.0	-1.0	-4237.7	-2499.9	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.5480	3103.67	1827.34	10.0	-1.0	-4236.9	-2501.4	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.5500	3105.00	1829.62	10.0	-1.0	-4236.0	-2503.0	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.5520	3106.32	1831.91	10.0	-1.0	-4235.1	-2504.5	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.5540	3107.64	1834.19	10.0	-1.0	-4234.3	-2506.1	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.5560	3108.95	1836.47	10.0	-1.0	-4233.4	-2507.6	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.5580	3110.26	1838.75	10.0	-1.0	-4232.6	-2509.1	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.5600	3111.57	1841.03	10.0	-1.0	-4231.7	-2510.7	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.5620	3112.87	1843.31	10.0	-1.0	-4230.8	-2512.2	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.5640	3114.17	1845.59	10.0	-1.0	-4230.0	-2513.8	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.5660	3115.46	1847.87	10.0	-1.0	-4229.1	-2515.3	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.5680	3116.75	1850.14	10.0	-1.0	-4228.2	-2516.9	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.5700	3118.04	1852.42	10.0	-1.0	-4227.4	-2518.4	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.5720	3119.32	1854.70	10.0	-1.0	-4226.5	-2520.0	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.5740	3120.60	1856.98	10.0	-1.0	-4225.7	-2521.5	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.5760	3121.87	1859.25	10.0	-1.0	-4224.8	-2523.1	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.5780	3123.14	1861.53	10.0	-1.0	-4223.9	-2524.6	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.5800	3124.41	1863.80	10.0	-1.0	-4223.1	-2526.1	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.5820	3125.67	1866.08	10.0	-1.0	-4222.2	-2527.7	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.5840	3126.93	1868.35	10.0	-1.0	-4221.3	-2529.2	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.5860	3128.19	1870.63	10.0	-1.0	-4220.4	-2530.8	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.5880	3129.44	1872.90	10.0	-1.0	-4219.6	-2532.3	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.5900	3130.68	1875.17	10.0	-1.0	-4218.7	-2533.9	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.5920	3131.93	1877.45	10.0	-1.0	-4217.8	-2535.4	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.5940	3133.16	1879.72	10.0	-1.0	-4217.0	-2536.9	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.5960	3134.40	1881.99	10.0	-1.0	-4216.1	-2538.5	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.5980	3135.63	1884.26	10.0	-1.0	-4215.2	-2540.0	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.6000	3136.86	1886.53	10.0	-1.0	-4214.3	-2541.6	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.6020	3138.08	1888.80	10.0	-1.0	-4213.5	-2543.1	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.6040	3139.30	1891.07	10.0	-1.0	-4212.6	-2544.6	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.6060	3140.52	1893.34	10.0	-1.0	-4211.7	-2546.2	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.6080	3141.73	1895.61	10.0	-1.0	-4210.8	-2547.7	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.6100	3142.94	1897.88	10.0	-1.0	-4210.0	-2549.3	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.6120	3144.14	1900.15	10.0	-1.0	-4209.1	-2550.8	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.6140	3144.59	1902.41	9.0	-1.0	-4208.2	-2552.3	-1.0000	-1.0000	-0.00004	-0.00035	0.020	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.6160	3146.54	1904.68	10.0	-1.0	-4207.3	-2553.9	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.6180	3147.73	1906.95	10.0	-1.0	-4206.5	-2555.4	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.6200	3148.92	1909.21	10.0	-1.0	-4205.6	-2556.9	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.6220	3150.10	1911.48	10.0	-1.0	-4204.7	-2558.5	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.6240	3151.28	1913.74	10.0	-1.0	-4203.8	-2560.0	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.6260	3152.46	1916.01	10.0	-1.0	-4202.9	-2561.5	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.6280	3153.63	1918.27	10.0	-1.0	-4202.0	-2563.1	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.6300	3154.80	1920.53	10.0	-1.0	-4201.2	-2564.6	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.6320	3155.96	1922.80	10.0	-1.0	-4200.3	-2566.1	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.6340	3157.12	1925.06	10.0	-1.0	-4199.4	-2567.7	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.6360	3158.28	1927.32	10.0	-1.0	-4198.5	-2569.2	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.6380	3159.44	1929.58	10.0	-1.0	-4197.6	-2570.7	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.6400	3160.59	1931.84	10.0	-1.0	-4196.7	-2572.3	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.6420	3161.73	1934.10	10.0	-1.0	-4195.9	-2573.8	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.6440	3162.87	1936.36	10.0	-1.0	-4195.0	-2575.3	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.6460	3164.01	1938.62	10.0	-1.0	-4194.1	-2576.9	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.6480	3165.15	1940.88	10.0	-1.0	-4193.2	-2578.4	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.6500	3166.28	1943.14	10.0	-1.0	-4192.3	-2579.9	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.6520	3167.40	1945.39	10.0	-1.0	-4191.4	-2581.5	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.6540	3168.52	1947.65	10.0	-1.0	-4190.5	-2583.0	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.6560	3169.64	1949.91	10.0	-1.0	-4189.6	-2584.5	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.6580	3170.76	1952.16	10.0	-1.0	-4188.7	-2586.1	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.6600	3171.87	1954.42	10.0	-1.0	-4187.8	-2587.6	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.6620	3173.73	1956.67	11.0	-1.0	-4187.0	-2589.1	-1.0000	-1.0000	-0.00004	-0.00043	0.025	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.6640	3174.08	1958.92	10.0	-1.0	-4186.1	-2590.7	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.6660	3175.18	1961.18	10.0	-1.0	-4185.2	-2592.2	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.6680	3176.28	1963.43	10.0	-1.0	-4184.3	-2593.7	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.6700	3177.37	1965.68	10.0	-1.0	-4183.4	-2595.2	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.6720	3178.46	1967.93	10.0	-1.0	-4182.5	-2596.8	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.6740	3179.54	1970.18	10.0	-1.0	-4181.6	-2598.3	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.6760	3180.62	1972.43	10.0	-1.0	-4180.7	-2599.8	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.6780	3181.70	1974.68	10.0	-1.0	-4179.8	-2601.3	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.6800	3182.77	1976.93	10.0	-1.0	-4178.9	-2602.9	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.6820	3183.84	1979.18	10.0	-1.0	-4178.0	-2604.4	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.6840	3184.91	1981.43	10.0	-1.0	-4177.1	-2605.9	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
2.6860	3185.97	1983.68	10.0	-1.0	-4176.2	-2607.4	-1.0000	-1.0000	-0.00004	-0.00039	0.023	0.002000	80000.000000	80000.000000	0.0000	0.0000	0.0000	0.0000
